"year","school_id","school_name","school_address","school_city","school_state","school_district","website","nces_id","school_type","school_locale","locale_rural","locale_suburban","locale_urban","school_enrollment","pct_aian","pct_asian","pct_bipoc","pct_black","pct_latinx","pct_multiple","pct_nhpi","pct_white","pct_ell","pct_frpl","pct_swd","school_desc_homeschool","school_desc_hybrid","school_desc_micro","school_desc_sws","school_desc_virtual","school_desc_other","school_desc_other_text","school_description","school_desc_magnet","school_desc_title_i","teaching_diversity","leadership_diversity","leader_gender","leader_race","leader_tenure","grades_pk","grades_elementary","grades_middle","grades_high","grades_k","grades_1","grades_2","grades_3","grades_4","grades_5","grades_6","grades_7","grades_8","grades_9","grades_10","grades_11","grades_12","grades_past_12","grades_other","grades_other_text","average_ela","average_math","focus_bipoc","focus_economic_disadvantage","focus_emergent_bilingual","focus_foster","focus_homeless","focus_interrupted","focus_juvenile_justice","focus_multilingual","focus_newcomer","focus_swd","focus_other","focus_other_text","inclusive_emergent_bilingual","inclusive_juvenile_justice","inclusive_newcomer","inclusive_swd","inclusive_other","inclusive_other_text","leaps_affirmation","leaps_anytime_anywhere","leaps_connection","leaps_customization","leaps_high_expectations","leaps_relevance","leaps_rigorous_learning","leaps_self_direction","leaps_social_consciousness","leaps_whole_child","leaps_rank_affirmation","leaps_rank_anytime_anywhere","leaps_rank_connection","leaps_rank_customization","leaps_rank_high_expectations","leaps_rank_relevance","leaps_rank_rigorous_learning","leaps_rank_self_direction","leaps_rank_social_consciousness","leaps_rank_whole_child","catalyst_covid","catalyst_cutting_edge","catalyst_demographics","catalyst_external","catalyst_inequities","catalyst_internal","catalyst_stakeholders","catalyst_student_agency","catalyst_teacher_agency","catalyst_other","catalyst_other_text","catalyst_key_covid","catalyst_key_cutting_edge","catalyst_key_demographics","catalyst_key_external","catalyst_key_inequities","catalyst_key_internal","catalyst_key_stakeholders","catalyst_key_student_agency","catalyst_key_teacher_agency","catalyst_key_other","suggested_tags","tag_eval","contact_email","contact_name","contact_role","respondent_email","respondent_name","respondent_role","nominator"
2024,813,"Global Preparatory Academy","2033 Sugar Grove Ave","Indianapolis","Indiana","Global Preparatory Academy","https://www.globalprepindy.org/","180017002610","Public charter school","Urban",0,0,1,700,0,0,0.95,0.38,0.54,0.03,0,0.05,0.56,0.84,0.14,0,0,0,0,0,1,"Public Charter School that works in collaboration with the larger district (i.e. - our students academic scores and attendance also count for the district)","Our mission is to develop PreK - 8th grade students to be bilingual and bi-literate leaders who lead with compassion in service to their school and the broader community.  We work to ensure that our graduates are globally engaged, holistically prepared, leaders. To ensure our mission is realized our learner environment includes: * CREW - A focus on social and emotional learning  * Diverse opportunities for students to engage in learning beyond academics (Thursday clubs, electives for middle schoolers, performance orchestra and choir, sports, mentoring programs, etc.) * Extended learning outside of the classroom (6 fieldtrips a year for students, overnight trips camping and doing the civil rights tour in Memphis, various museums, colleges and universities), presenters coming into the school.  * Equity focused curriculum  *Project based learning with showcases 3-4 times each year  * Diverse staff * Student Leadership * Culturally immersive experiences (Dia de los muertos, Ramadan, Lunar New year, Black History infused throughout the year, etc.)",NA,NA,"75 - 100% people of color","75 - 100% people of color","Woman","Black",NA,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,1,1,1,0,0,0,0,1,1,1,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,NA,NA,"Mshaheed@globalprepindy.org","Mariama Shaheed","Chief Executive Officer",NA,NA,NA,"The Mind Trust"
2024,814,"Colossal Academy","746 Ne 3Rd Avenue","Fort Lauderdale","Florida",NA,"https://www.colossal-academy.com/",NA,"Independent (private) school","Urban",0,0,1,33,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.83,0.34,0,0,1,0,0,0,NA,"Students are immersed in real-world and real-life learning opportunities. The beautiful of the Colossal Academy model is that lessons are relevant and build skills that students will take with them into their adult lives.",NA,NA,"75 - 100% people of color","50 - 74% people of color","Woman","Black",NA,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,1,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,1,1,1,1,0,NA,0,1,0,0,1,1,0,0,0,0,NA,NA,"shiren@colossal-academy.com","Shiren Rattigan","Colossal Academy",NA,NA,NA,"Clayton Christensen Institute, Anonymous"
2024,815,"Edison School of Innovation","5136 N 83Rd Ave","Glendale","Arizona","Edison Project (743644)","https://www.edisonschoolaz.org/","40097803585","Public charter school","Multiple",0,1,1,300,0.03,0.01,0.8,0.07,0.66,0.03,0,0.2,0.1,0.58,0.13,0,0,0,0,0,1,"STEM school","We are redefining STEM education with our unique approach at Edison School of Innovation. In our classrooms we enjoy a thematic curriculum that engages our students with a holistic education where we prioritize collaborative, real-world problem-solving. We immerse our students in STEM activities; cultivating creative and courageous problem-solving skills. Students delve into activities that spark curiosity, nurturing critical and creative thinking skills. Embracing a mindset that views failure and persistence as integral to the learning and innovation process, our students develop resilience and a passion for exploration.   As they progress through middle school, students engage in scientific exploration guided by a curriculum that imparts rigorous research and problem-solving skills. From unraveling the mysteries of natural phenomena to engineering solutions for real-world problems, our students emerge as adept thinkers equipped to contribute meaningfully to diverse challenges.  In English Language Arts, our approach integrates foundational reading and writing skills with high-interest texts. Students embark on a literary journey that intertwines with science, social studies, and the arts, enhancing critical reading skills and nurturing deep reasoning and elevated writing abilities.",NA,NA,"25 - 49% people of color","50 - 74% people of color","Woman","Multiple races/ethnicities",NA,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,1,1,1,0,0,0,0,1,0,1,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,0,0,0,NA,0,1,0,1,1,0,0,0,0,0,NA,NA,"crose@edisonschoolaz.org","Cheryl Rose","Principal",NA,NA,NA,"Anonymous"
2024,816,"Innovation Academy",NA,"Oro Valley","Arizona","Amphitheater Unified School District","https://www.amphi.com/innovationacademy","40068003517","Public district school",NA,0,0,0,447,0.05,0.05,0.6,0.05,0.25,0.2,0,0.4,0.02,0.22,0.17,0,0,0,0,0,1,"Innovation Academy is a PreK-5 STEM Focused Open Enrollment Public School","Innovation Academy is a STEM Focused PreK-5 elementary school. STEM Themes are used to teach all content areas. In grades PreK-2 we use STEM Integrated Thematic Units. In grades 3-5 we use a Project Based Learning approach. Students are engaged in hands-on, minds-on units of study throughout the day.",NA,NA,"0 - 24% people of color","25 - 49% people of color","Man","Multiple races/ethnicities",NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"mmcconne@amphi.com","Michael McConnell","Principal",NA,NA,NA,"KnowledgeWorks"
2024,818,"City High School","47 E. Pennington Street","Tucson","Arizona","City Center For Collaborative Learning","https://www.cityhighschool.org/","40040702404","Public charter school","Urban",0,0,1,174,0.04,0,0.52,0.06,0.31,0.11,0,0.48,0.05,0.5,0.19,0,0,0,0,0,1,"We are small (180 students) but perhaps not small enough to be a micro-school","* Inclusive, caring, supportive * Engaging, relevant * Connect to local and global social & environmental justice issues",NA,NA,"25 - 49% people of color","75 - 100% people of color","Woman","Multiple races/ethnicities",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"joann@cityccl.org","JoAnn Groh","Director of Professional Learning",NA,NA,NA,"Anonymous"
2024,823,"Miss Porter's School","60 Main St.","Farmington","Connecticut",NA,"https://www.porters.org/","233206","Independent (private) school",NA,0,0,0,330,0,0.1,0.55,0.3,0.05,0.1,0,0.45,NA,NA,NA,0,0,0,0,0,1,NA,"A Porter’s education focuses on developing skills necessary for students to be successful in college and beyond. We educate students for awareness and understanding and galvanize girls for global impact. We develop our students’ initiative, independence and habits of mind to prepare them for their individual life paths. We prepare our graduates to shape a changing world.   Miss Porter’s School prepares students for the future to come, not the world that was. This commitment allows us to re-envision the way our faculty teach, the way our students demonstrate their learning, and the way we access, record and represent their educational outcomes. We practice competency-based mastery learning – the transfer of knowledge and skills to a real-world context.  With more than 100 course offerings in arts, humanities, languages, math, sciences and social sciences, students experience a wealth of opportunity during their academic journeys. With an average class size of 12, their intellectual curiosity is encouraged and empowered.  Miss Porter’s School practices competency-based mastery learning which shifts student focus from grades to growth. Competency-based feedback is given for all courses. Rather than exams, we have Demonstrations of Learning — student-shared learning through projects, presentations, performances, and more. The value of competency-based assessment lies in: Greater transparency. More specific and useful information about student progress. Development of intrinsic motivation and a growth mindset. Enhanced consistency, fairness and equity.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","Multiple races/ethnicities",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,"A desire to create a meaningful learning experience for students and to give students the chance to lead their own learning.",0,1,0,0,0,0,0,0,0,1,NA,NA,"nandrews@missporters.org","Nelle Andrews","Dean of Curriculum & Instruction",NA,NA,NA,"Anonymous"
2024,825,"Heron School","185 N 300 E","Moab","Utah","Grand County","https://www.heronschool.com/",NA,"Independent (private) school","Rural",1,0,0,12,0,0,0,0,0,0,0,1,1,0.8,1,0,0,1,0,0,0,NA,"Heron School is a private, secondary microschool located in Moab, Utah serving neurodivergent learners ages 13-18. Heron School supports all learning profiles and specializes in working with students labeled as “twice-exceptional or 2e”, where the student is an above grade level learner (academically gifted or talented in one or more areas of interest) and has a qualifying learning <dis>ability such as autism, dyslexia, and/or ADHD.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","Multiple races/ethnicities",NA,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,NA,NA,0,1,0,1,0,1,1,0,0,1,1,"Students with intellectual disabilities like ADHD and ASD",0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,1,"Need for strength-based approach to education instead of deficit-based learning model for students with intellectual disabilities like ADHD and ASD",0,1,0,0,0,0,0,0,0,1,NA,NA,"emily@heronschool.com","Emily Niehaus","Head of School",NA,NA,NA,"Mastery Transcript Consortium"
2024,831,"Cascades Academy","19860 Tumalo Reservoir Rd","Bend","Oregon",NA,"https://www.cascadesacademy.org/",NA,"Independent (private) school","Multiple",1,1,1,250,0,0.01,0.19,0,0.03,0.15,0,0.81,NA,NA,0.28,0,0,0,0,0,1,"Independent PK-12, Experiential","At the heart of the Cascades Academy educational experience is our commitment to engagement in every aspect of our school program and culture.   Our work begins by building a community rooted in belonging and joy that also empowers individuality.  With this relational foundation, our teachers ignite curiosity and guide students to embrace challenge while learning by doing.    This approach cultivates engaged human beings who are equipped to navigate life with purpose and resilience so as to build a future of impact and meaning. Ultimately, we are in the practice of crafting transformation - both for our students and our world.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","Multiple races/ethnicities",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"fast@cascadesacademy.org","Kelly Fast","Director of Academic and Experiential Programs","howell@cascadesacademy.org","Clarcie Howell","MTC Site Director","Mastery Transcript Consortium"
2024,842,"Ogden High School","2828 Harrison Blvd","Ogden","Utah","Ogden School District","https://ogdenhigh.ogdensd.org/","490072001271","Public district school","Urban",0,0,1,1120,0.01,0.01,0.54,0.01,0.47,0.03,0.01,0.46,0.16,0.54,0.1,0,0,0,0,1,0,NA,"As an AVID and IB school, OHS aims to support the development of students' thinking, reasoning, and interpersonal skills, helping them to become better citizens of the global society.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Prefer not to say",NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,"haneys@ogdensd.org","Shauna Haney","Principal","staceyh@ogdensd.org","Hillary Stacey","PCBL Specialist","Utah State Board of Education"
2024,845,"CityLab Innovation High School","15 Everard Street","Revere","Massachusetts","Revere Public Schools","https://www.citylabrevere.com/","251005001659","Public district school","Multiple",1,1,0,98,0,0.02,0.73,0.02,0.64,0.05,0,0.27,0.12,1,0.2,0,0,0,0,0,1,"Stand alone public high school. We share a building but we are a separate school.","CityLab aims to reimagine the high school experience by utilizing the city as a lab for learning. This bold new model of learning seeks to ignite students’ passions, equip them with the skills and competencies necessary to navigate a complex, technology-driven world, and support students to find their purpose and passions. Together, in partnership with the community, we aspire to empower the next generation of young innovators in Revere, who will impact their communities and the world through art, design and technology. Through access to high-quality early college and career pathways, CityLab students will design their own pathways to economic mobility in Massachusetts’ economy. At CityLab, instruction is student centered by affirming students’ identities and engaging their curiosity. We prioritize rigorous inquiry-based learning, where students engage in collaborative discussions which incorporate reflection, feedback, and revisions. They take risks, pose questions, and answer them using evidence to support their claims. Teachers guide students’ creative and critical reasoning to build independent thinkers with a deep understanding of course material.",NA,NA,"0 - 24% people of color","50 - 74% people of color","Woman","Black",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,NA,NA,NA,1,1,1,0,0,0,0,0,1,1,0,NA,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,NA,0,0,0,0,1,0,0,1,0,0,NA,NA,"smulligan@reverek12.org","Dr. Stacey Mulligan","Principal",NA,NA,NA,"Anonymous"
2024,846,"Monument Mountain Regional High School","600 Stockbridge Road","Great Barrington","Massachusetts","Berkshire Hills Public School District","https://mmrhs.bhrsd.org/","250253000154","Public district school","Rural",1,0,0,456,0,0.03,0.24,0.02,0.14,0.04,0.01,0.76,0.08,0.4,0.14,0,0,0,0,0,1,"traditional comprehensive school","We intend to provide a core 9th grade experience that is unlevelled with a variety of pathways students can pursue as they move into their upper grade experience.  The learning is personalized and designed toward proficiencies to ensure students own their growth and development and understand what they need to do in order to reach their goals.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","Multiple races/ethnicities",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,NA,NA,NA,0,1,1,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,0,0,0,NA,0,0,1,0,0,0,1,0,0,0,NA,NA,"Kristina.farina@bhrsd.org","Kristi Farina","Principal",NA,NA,NA,"Anonymous"
2024,847,"Margaret Hearne Elementary School","300 Gold St Ne","Wilson","North Carolina","Wilson County Schools","https://www.wilsonschoolsnc.net/Domain/12","370502002003","Public district school","Urban",0,0,1,450,0,0,0.96,0.62,0.3,0.04,0,0.04,0.15,0.99,0.06,0,0,0,0,0,1,"We are an Opportunity Culture School (a school that utilizes Advanced Teaching Roles)","We at Hearne believe all of our students are to be valued for who they are and that our students are entitled to a quality education. We seek to provide data-driven instruction that is aligned to standards and incorporate pedagogical best practices. We create meaningful learning opportunities through teacher collaboration, parent engagement, and student-centered learning.",NA,NA,"50 - 74% people of color","50 - 74% people of color","Man","Black",NA,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,1,0,0,0,0,0,1,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,1,0,0,0,1,0,NA,0,1,0,1,0,0,0,0,1,0,NA,NA,"byron.bullock@wilsonschoolsnc.net","Byron Bullock","Principal",NA,NA,NA,"Anonymous"
2024,850,"Ellemercito Academy",NA,"Downey","California",NA,"https://ellemercito.org/",NA,"Independent (private) school","Urban",0,0,1,20,0,0.1,0.9,0.15,0.4,0.25,0,0.1,0.15,0.3,0.75,1,1,1,0,0,0,NA,"We have radically redefined education by taking our students out into the world to learn! We have ripped the doors off the classroom, and the world is an extension of our campus! Students rejoice over aerodynamics through indoor skydiving and helicopter rides, explore treehouses and handmade homes after reading Swiss Family Robinson, and co-create by helping to select their own curriculum! Our students' ages and preconceived grade levels do not determine how far they go! They determine that by pursuing their interests and delving into passion-based learning opportunities! More specifically, we serve students and follow their lead. Many of our students have undergone significant trauma, and we recognize that every behavior is communication of an unmet psychological need. Our school intentionally decodes behavior as we collaborate with a neurologist and therapist by incorporating a neuroscientific, reparative teaching approach acknowledging that trauma is healed through felt safety and connection in community.",NA,NA,"75 - 100% people of color","50 - 74% people of color","Woman","Latinx",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,1,1,1,1,1,1,0,1,0,1,0,NA,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,0,NA,0,1,0,0,0,1,0,0,0,0,NA,NA,"lvalles@ellemercito.org","Lizette Valles","Founder/Head of School/Teacher",NA,NA,NA,"Getting Smart"
2024,876,"Science Prep Academy","1375 E. Broadway Rd","Phoenix","Arizona","Phoenix Union","https://scienceprepacademy.com/",NA,"Independent (private) school","Multiple",1,1,1,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.9,0,0,1,0,0,0,NA,"The learning environment is designed to support Autistic Scholars in becoming “Scientists.” Our environment is intentionally shaping students' overall experience by enhancing learning engagement and satisfaction through designing and implementing adaptive learning technologies and embedding career development resources, internships, and industry partnerships into students’ learning experiences to provide experience and preparation for future success.  that are tailored to individual student needs. By incorporating gamification elements into lessons and assessments, students are more actively engaged in the learning process fostering a sense of success. Staff has incorporated applications that enable students to access course materials and communicate with peers and staff. The learning environment is also designed to support different learning styles, collaboration, and independent work, allowing for flexibility in how students can engage with the lesson and materials. Introducing collaborative work facilitates peer-to-peer learning and group projects. Our learning environment integrates well-being and mental health resources through daily “Mindfulness” activities to support students' holistic development and overall well-being. Science Prep Academy has established clear and transparent communication between students, instructors, and administration to keep everyone informed and connected.",NA,NA,"50 - 74% people of color","50 - 74% people of color","Woman","Multiple races/ethnicities",NA,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,1,0,0,0,NA,0,1,0,0,0,0,1,0,0,0,NA,NA,"damiot@sciprepacademy.com","Denise Amiot","Director",NA,NA,NA,"Getting Smart"
2024,878,"Aiken New Tech High School","5641 Belmont Ave","Cincinnati","Ohio","Cincinnati Public Schools","https://www.cps-k12.org/aikennewtech","390437504417","Public district school","Urban",0,0,1,1166,0,0.02,0.94,0.68,0.19,0.05,0,0.06,0.26,1,0.26,0,0,0,0,0,1,"Agriculture Career Tech Pathway","1.  Outdoor Education for Mental Health Wellness 2. Career Tech Pathway for Technical Skill Attainment and Work-Based Learning Experiences 3. Interactive Language Learning Laboratory 4. Premier Leadership Development 5. Culturally Responsive Practices 6. Social, Environmental, and Financial Justice 7. Social-Emotional Learning Strength-Based Approach 8. Experiential Learning 9. Cross-Curricular Planning and Instruction 10. Engagement of Community Partners",NA,NA,"25 - 49% people of color","50 - 74% people of color",NA,NA,NA,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,"Students Experiencing Homelessness Group Homes",1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,1,0,0,1,"Community and physical environment proved conducive to an Agriculture Career Tech Pathway.",0,1,0,0,1,0,0,0,0,1,NA,NA,"parkeaa@cpsboe.k12.oh.us","Aaron Parker","Agriculture Career Tech Educator",NA,NA,NA,"New Tech Network"
2024,883,"Transformative Leadership Academy","2909 S Stockton Ave.","Monahans","Texas",NA,"https://thetlacademy.com/",NA,"Independent (private) school","Rural",1,0,0,110,0,0,0.54,0.06,0.24,0.24,0,0.46,0,0.2,0.55,0,1,1,0,0,0,NA,"At the Transformative Leadership Academy, we offer an innovative learning environment that empowers students to thrive through experiential learning, project-based activities, and technology integration. Our multidisciplinary approach promotes collaboration and critical thinking, while personalized mentorship and support ensure students reach their full potential. With a focus on innovative teaching methods and a commitment to fostering creativity and curiosity, our academy prepares students to become transformative leaders equipped to tackle the challenges of the future.  1. Experiential Learning: The academy places a strong emphasis on experiential learning, allowing students to apply their knowledge in real-world settings. This hands-on approach helps students develop practical skills and gain a deeper understanding of the concepts they learn in the classroom.  2. Project-Based Learning: Students engage in project-based learning activities that encourage collaboration, critical thinking, and problem-solving skills. Students learn to apply their knowledge to solve complex challenges and develop innovative solutions by working on projects individually or in groups. 3. Technology Integration: The academy leverages technology to enhance the learning experience. Through online platforms, virtual simulations, and interactive tools, students have access to resources that facilitate personalized learning, foster creativity, and support their academic growth.  4. Multidisciplinary Approach: The curriculum at the academy is designed to integrate multiple disciplines, fostering a holistic understanding of complex issues and encouraging interdisciplinary collaboration. Students have the opportunity to explore diverse perspectives and develop a well-rounded skill set that prepares them for the demands of the modern workforce.  5. Mentorship and Support: Students at the Transformative Leadership Academy benefit from mentorship and support from faculty members, industry experts, and peers. This personalized guidance helps students set goals, navigate challenges, and maximize their potential, creating a supportive and nurturing learning environment.  6. Innovative Teaching Methods: The academy employs innovative teaching methods such as flipped classrooms, gamification, and interactive lectures to engage students and cater to diverse learning styles. By incorporating cutting-edge pedagogical approaches, the academy creates a dynamic and stimulating learning environment that inspires creativity and curiosity.  7. Social-Emotional Learning: At the Transformative Leadership Academy, we prioritize social-emotional learning to help students develop essential skills such as self-awareness, empathy, and relationship-building. Through SEL initiatives, students learn to manage emotions, set and achieve positive goals, and establish healthy relationships, fostering a supportive and inclusive community that enhances overall well-being and academic success.  8. Goal-Setting: Goal-setting is a fundamental aspect of the student experience at the Transformative Leadership Academy. Students are encouraged to set clear, achievable goals for their academic, personal, and professional growth. By defining their objectives and creating actionable plans to reach them, students cultivate a sense of purpose, motivation, and accountability, empowering them to pursue excellence and realize their full potential in a structured and focused manner.   9. Universal Design for Learning (UDL): The Transformative Leadership Academy embraces Universal Design for Learning to ensure that all learners, regardless of their diverse backgrounds and learning styles, have equal opportunities for success. By incorporating UDL principles into the curriculum and instructional design, the academy provides multiple means of representation, action and expression, and engagement to accommodate various learning preferences and needs. This inclusive approach not only supports individualized learning experiences but also fosters a more accessible and equitable educational environment where all students can thrive and reach their full potential.",NA,NA,"25 - 49% people of color","0 - 24% people of color","Woman","Multiple races/ethnicities",NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,NA,NA,NA,1,1,0,0,0,1,1,0,0,1,0,NA,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,"lindsey.balderaz@thetlacademy.com","Dr. Lindsey Balderaz","Director",NA,NA,NA,"Anonymous"
2024,890,"CREATE Conservatory","4900 Lake Park Ct.","Mount Dora","Florida","Lake","https://www.createconservatory.com/","A2100935","Independent (private) school","Rural",1,0,0,55,0,0.05,0.38,0.1,0.12,0.11,0,0.62,0,0.8,0.55,0,0,1,0,0,0,NA,"Creativity is the single most important thing we need to teach our children. Virtually every great discovery in the world was made, not just by a smart person, but by a creative problem solver. The arts are arguably the best way to teach and sustain creative minds, so it is imperative that we infuse them into our children’s lives at every possible juncture, so they are prepared to solve the problems of the world for their generation. Our mission is to build strong educational foundations through authentic assessment and exploration through the arts.  At CREATE, we believe in rigorous exploration through the arts and the desegregation of educational subjects. We hold a belief that all children have the right to explore their minds’ fullest potential through movement and creativity, without the confinements of a desk. As part of this mission, CREATE Conservatory provides an alternative to public school options where all children are expected to fit into a mold, learn the same way, and complete paper-and-pencil tests to prove knowledge acquisition.",NA,NA,"0 - 24% people of color","0 - 24% people of color","Woman","Multiple races/ethnicities",NA,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,1,0,0,0,1,0,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,1,1,1,1,0,NA,0,0,0,0,0,1,0,1,1,0,NA,NA,"Nicole.Duslak@CREATEConservatory.com","Nicole Duslak","Founder, Head of School",NA,NA,NA,"Anonymous"
