Nomination ID,SurveyName,Canopy School ID,Governance Descriptor (from Nominations) (from Official School Name)
Nominator_2023-11_Transcend_Colossal Academy,Nominator_2023-11,814,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Transcend_Colossal Academy,Nominator_2023-11,814,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Transcend_Colossal Academy,Nominator_2023-11,814,"Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school, Independent (private) school"
Nominator_2023-11_Education Evolving_Edison School of Innovation,Nominator_2023-11,815,Public charter school
Nominator_2023-11_KnowledgeWorks_Innovation Academy,Nominator_2023-11,816,Public district school
Nominator_2023-11_Throughline Learning_Segue Institute for Learning,Nominator_2023-11,817,Public charter school
Nominator_2023-11_KnowledgeWorks_City High School,Nominator_2023-11,818,Public charter school
Nominator_2023-11_Mastery Transcript Consortium_River Montessori High School,Nominator_2023-11,819,"Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_River Montessori High School,Nominator_2024-10,819,"Independent (private) school, Independent (private) school"
Nominator_2023-11_Mastery Transcript Consortium_Vanguard Academy of Broken Arrow,Nominator_2023-11,820,Public district school
Nominator_2023-11_Mastery Transcript Consortium_Milestone Democratic School,Nominator_2023-11,821,Public charter school
Nominator_2023-11_Mastery Transcript Consortium_Bow High School,Nominator_2023-11,822,Public district school
Nominator_2023-11_Mastery Transcript Consortium_Miss Porter's School,Nominator_2023-11,823,Independent (private) school
Nominator_2024-10_Compass Academy_Compass Academy,Nominator_2024-10,824,"Public district school, Public district school, Public charter school"
Nominator_2023-11_Mastery Transcript Consortium_Compass Academy,Nominator_2023-11,824,"Public district school, Public district school, Public charter school"
Nominator_2024-10_Mastery Transcript Consortium_Compass Academy,Nominator_2024-10,824,"Public district school, Public district school, Public charter school"
Nominator_2023-11_Mastery Transcript Consortium_Heron School,Nominator_2023-11,825,"Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_Heron School,Nominator_2024-10,825,"Independent (private) school, Independent (private) school"
Nominator_2023-11_Mastery Transcript Consortium_Pomfret School,Nominator_2023-11,826,Independent (private) school
Nominator_2023-11_Mastery Transcript Consortium_James Madison High School,Nominator_2023-11,828,"Public district school, Public district school"
Nominator_2024-10_Mastery Transcript Consortium_James Madison High School,Nominator_2024-10,828,"Public district school, Public district school"
Nominator_2023-11_Mastery Transcript Consortium_ [Non-Operating School] Buckeye Friends School,Nominator_2023-11,829,"Independent (private) school, Independent (private) school"
Nominator_2024-10_Mastery Transcript Consortium_ [Non-Operating School] Buckeye Friends School,Nominator_2024-10,829,"Independent (private) school, Independent (private) school"
Nominator_2025-10_Next Generation Learning Challenges_Desert View High School,Nominator_2025-10,830,Public district school
Nominator_2023-11_Next Generation Learning Challenges_Desert View High School,Nominator_2023-11,830,Public district school
Nominator_2023-11_Mastery Transcript Consortium_Cascades Academy,Nominator_2023-11,831,Independent (private) school
Nominator_2023-11_Mastery Transcript Consortium_Davis Connect 7-12,Nominator_2023-11,832,Public district school
Nominator_2023-11_Mastery Transcript Consortium_Iron Online,Nominator_2023-11,833,Public district school
Nominator_2023-11_The Liber Institute_Wak̇aŋyeja Ki Ṫokeyaḣc̄i,Nominator_2023-11,834,Independent (private) school
Nominator_2023-11_Transcend_Charles Carroll Barrister Elementary School,Nominator_2023-11,835,Public district school
Nominator_2023-11_Transcend_Kahuku Elementary School,Nominator_2023-11,836,"Public district school, Public district school"
Nominator_2024-10_Transcend_Kahuku Elementary School,Nominator_2024-10,836,"Public district school, Public district school"
Nominator_2023-11_Utah State Board of Education_Washington Fields Intermediate,Nominator_2023-11,837,Public district school
Nominator_2025-10_National Charter Schools Institute_Vertex Partnership Academies,Nominator_2025-10,838,"Public charter school, Public charter school"
Nominator_2025-10_Transcend_Vertex Partnership Academies,Nominator_2025-10,838,"Public charter school, Public charter school"
Nominator_2023-11_Transcend_Vertex Partnership Academies,Nominator_2023-11,838,"Public charter school, Public charter school"
Nominator_2024-10_Place Network of Teton Science Schools_Academy for Global Citizenship,Nominator_2024-10,839,"Public charter school, Public charter school"
Nominator_2023-11_Transcend_Academy for Global Citizenship,Nominator_2023-11,839,"Public charter school, Public charter school"
Nominator_2023-11_Utah State Board of Education_Freedom Prep Academy,Nominator_2023-11,840,Public charter school
Nominator_2023-11_Utah State Board of Education_Timpanogos High School,Nominator_2023-11,841,Public district school
Nominator_2023-11_Utah State Board of Education_Ogden High School,Nominator_2023-11,842,Public district school
Nominator_2024-10_ASU's Mary Lou Fulton College for Teaching and Learning Innovation_Westwood High School,Nominator_2024-10,843,"Public district school, Public district school"
Nominator_2023-11_KnowledgeWorks_Westwood High School,Nominator_2023-11,843,"Public district school, Public district school"
Nominator_2023-11_Public Impact_Kimberly Park Elementary,Nominator_2023-11,844,Public district school
Nominator_2023-11_Barr Foundation_CityLab Innovation High School,Nominator_2023-11,845,Public district school
Nominator_2023-11_Barr Foundation_Monument Mountain Regional High School,Nominator_2023-11,846,Public district school
Nominator_2023-11_Public Impact_Margaret Hearne Elementary School,Nominator_2023-11,847,"Public district school, Public district school"
Nominator_2024-10_Transcend_Margaret Hearne Elementary School,Nominator_2024-10,847,"Public district school, Public district school"
Nominator_2023-11_2Revolutions_Upton High School,Nominator_2023-11,848,"Public district school, Public district school, Public district school"
Nominator_2025-10_Center on Reinventing Public Education_Upton High School,Nominator_2025-10,848,"Public district school, Public district school, Public district school"
Nominator_2025-10_FullScale Learning_Upton High School,Nominator_2025-10,848,"Public district school, Public district school, Public district school"
Nominator_2023-11_2Revolutions_Dondero School,Nominator_2023-11,849,Public district school
Nominator_2023-11_Getting Smart_Ellemercito Academy,Nominator_2023-11,850,"Independent (private) school, Independent (private) school"
Nominator_2024-10_Getting Smart_Ellemercito Academy,Nominator_2024-10,850,"Independent (private) school, Independent (private) school"
Nominator_2023-11_Getting Smart_Gem Prep Online,Nominator_2023-11,853,Public charter school
Nominator_2023-11_Transcend_Jackson Hole Classical Academy,Nominator_2023-11,855,Independent (private) school
Nominator_2023-11_Transcend_Savannah Legacy Academy,Nominator_2023-11,856,Independent (private) school
Nominator_2023-11_Transcend_Springfield Legacy Academy,Nominator_2023-11,857,Public charter school
Nominator_2023-11_Transcend_Tyee High School,Nominator_2023-11,858,Public charter school
Nominator_2023-11_Transcend_Prichard Preparatory School,Nominator_2023-11,859,Independent (private) school
Nominator_2023-11_Transcend_Hollister Prep,Nominator_2023-11,860,Public charter school
Nominator_2025-10_Transcend_Launch Expeditionary Learning Charter School,Nominator_2025-10,861,Public charter school
Nominator_2023-11_Transcend_Launch Expeditionary Learning Charter School,Nominator_2023-11,861,Public charter school
Nominator_2023-11_Transcend_Girls Athletic Leadership School - Los Angeles,Nominator_2023-11,863,"Public charter school, Public charter school"
Nominator_2024-10_Transcend_Girls Athletic Leadership School - Los Angeles,Nominator_2024-10,863,"Public charter school, Public charter school"
Nominator_2023-11_Transcend_Jumoke Academy,Nominator_2023-11,864,Public charter school
Nominator_2023-11_Transcend_Breakthrough Village Prep Cliffs,Nominator_2023-11,865,"Public charter school, Public charter school"
Nominator_2024-10_Transcend_Breakthrough Village Prep Cliffs,Nominator_2024-10,865,"Public charter school, Public charter school"
Nominator_2023-11_Transcend_The Foundations School,Nominator_2023-11,867,Independent (private) school
Nominator_2023-11_Transcend_Coker-Wimberly Elementary,Nominator_2023-11,868,Public district school
Nominator_2025-10_Transcend_Coker-Wimberly Elementary,Nominator_2025-10,868,Public district school
Nominator_2023-11_Transcend_Breakthrough Montessori Public Charter School,Nominator_2023-11,870,Public charter school
Nominator_2023-11_Transcend_Hialeah Gardens High School,Nominator_2023-11,871,Public district school
Nominator_2025-10_FullScale Learning_Innovation Heights Academy,Nominator_2025-10,872,"Public district school, Public district school"
Nominator_2023-11_Transcend_Innovation Heights Academy,Nominator_2023-11,872,"Public district school, Public district school"
Nominator_2025-10_Transcend_Innovation Heights Academy,Nominator_2025-10,872,"Public district school, Public district school"
Nominator_2023-11_Clayton Christensen Institute_Old Brook High School Parma Campus,Nominator_2023-11,873,Public charter school
Nominator_2023-11_Clayton Christensen Institute_Frederick Douglass High School,Nominator_2023-11,874,Public charter school
Nominator_2023-11_Clayton Christensen Institute_Liberty High School,Nominator_2023-11,875,"Public charter school, Public charter school"
Nominator_2025-10_National Charter Schools Institute_Liberty High School,Nominator_2025-10,875,"Public charter school, Public charter school"
Nominator_2023-11_Getting Smart_Science Prep Academy,Nominator_2023-11,876,Independent (private) school
Nominator_2023-11_New Tech Network_Owensboro Innovation Academy,Nominator_2023-11,877,Public district school
Nominator_2023-11_New Tech Network_Aiken New Tech High School,Nominator_2023-11,878,"Public district school, Public district school"
Nominator_2024-10_Transcend_Aiken New Tech High School,Nominator_2024-10,878,"Public district school, Public district school"
Nominator_2023-11_New Tech Network_Samueli Academy,Nominator_2023-11,879,Public charter school
Nominator_2023-11_Transcend_Soar Academy School and Tutoring Center,Nominator_2023-11,880,Independent (private) school
Nominator_2023-11_Transcend_Detroit Achievement Academy,Nominator_2023-11,881,Public charter school
Nominator_2023-11_Transcend_Valor Academy Middle School,Nominator_2023-11,882,"Public charter school, Public charter school"
Nominator_2024-10_Transcend_Valor Academy Middle School,Nominator_2024-10,882,"Public charter school, Public charter school"
Nominator_2023-11_Transcend_Transformative Leadership Academy,Nominator_2023-11,883,Independent (private) school
Nominator_2023-11_Transcend_H.D. Cooke Elementary,Nominator_2023-11,884,"Public district school, Public district school, Public district school"
Nominator_2025-10_Transcend_H.D. Cooke Elementary,Nominator_2025-10,884,"Public district school, Public district school, Public district school"
Nominator_2024-10_Transcend_H.D. Cooke Elementary,Nominator_2024-10,884,"Public district school, Public district school, Public district school"
Nominator_2023-11_Transcend_Raisbeck Aviation High School,Nominator_2023-11,885,Public district school
Nominator_2025-10_Transcend_Raisbeck Aviation High School,Nominator_2025-10,885,Public district school
Nominator_2023-11_Transcend_Indi-ED,Nominator_2023-11,886,Independent (private) school
Nominator_2024-10_Transcend_Eagle Rock,Nominator_2024-10,887,"Independent (private) school, Independent (private) school"
Nominator_2023-11_Transcend_Eagle Rock,Nominator_2023-11,887,"Independent (private) school, Independent (private) school"
Nominator_2023-11_Transcend_Liberty Collegiate Academy,Nominator_2023-11,888,Public charter school
Nominator_2023-11_Transcend_Mountain Academy at Teton Valley,Nominator_2023-11,889,Independent (private) school
Nominator_2025-10_Transcend_Mountain Academy at Teton Valley,Nominator_2025-10,889,Independent (private) school
Nominator_2023-11_Transcend_CREATE Conservatory,Nominator_2023-11,890,Public charter school
Nominator_2024-10_Diverse Charter Schools Coalition_DreamHouse ‘Ewa Beach,Nominator_2024-10,891,"Public charter school, Public charter school"
Nominator_2023-11_Transcend_DreamHouse ‘Ewa Beach,Nominator_2023-11,891,"Public charter school, Public charter school"
Nominator_2023-11_Transcend_Eagle Academy High School,Nominator_2023-11,892,Public district school
Nominator_2025-10_Center on Reinventing Public Education_Aldine Young Women's Leadership Academy,Nominator_2025-10,893,Public district school
Nominator_2023-11_Center on Reinventing Public Education_Aldine Young Women's Leadership Academy,Nominator_2023-11,893,Public district school
Nominator_2025-10_Center on Reinventing Public Education_Ermel Elementary,Nominator_2025-10,894,Public district school
Nominator_2023-11_Center on Reinventing Public Education_Ermel Elementary,Nominator_2023-11,894,Public district school
Nominator_2025-10_Center on Reinventing Public Education_American Indian Magnet School,Nominator_2025-10,895,Public district school
Nominator_2023-11_Center on Reinventing Public Education_American Indian Magnet School,Nominator_2023-11,895,Public district school
Nominator_2025-10_Center on Reinventing Public Education_Txuj Ci HMong Lower Campus,Nominator_2025-10,896,Public district school
Nominator_2023-11_Center on Reinventing Public Education_Txuj Ci HMong Lower Campus,Nominator_2023-11,896,Public district school
Nominator_2025-10_Center on Reinventing Public Education_Txuj Ci HMong Upper Campus,Nominator_2025-10,897,Public district school
Nominator_2023-11_Center on Reinventing Public Education_Txuj Ci HMong Upper Campus,Nominator_2023-11,897,Public district school
Nominator_2023-11_Center on Reinventing Public Education_McDonald Middle School,Nominator_2023-11,898,Public district school
Nominator_2023-11_Center on Reinventing Public Education_Winyan Wakan Owayawa - Our Lady of Lourdes,Nominator_2023-11,899,Independent (private) school
Nominator_2023-11_Center on Reinventing Public Education_Mountain View High School,Nominator_2023-11,900,Public district school
Nominator_2023-11_Center on Reinventing Public Education_Morgan Oliver School,Nominator_2023-11,901,Independent (private) school
Nominator_2025-10_Center on Reinventing Public Education_Harris Elementary,Nominator_2025-10,902,Public district school
Nominator_2023-11_Center on Reinventing Public Education_Harris Elementary,Nominator_2023-11,902,Public district school
Nominator_2025-10_Center on Reinventing Public Education_Whittier Elementary School,Nominator_2025-10,903,Public district school
Nominator_2023-11_Center on Reinventing Public Education_Whittier Elementary School,Nominator_2023-11,903,Public district school
Nominator_2023-11_Transcend_Southern University Lab School,Nominator_2023-11,904,Public district school
Nominator_2025-10_Transcend_Southern University Lab School,Nominator_2025-10,904,Public district school
Nominator_2023-11_Transcend_Saint Philip the Apostle School,Nominator_2023-11,905,Independent (private) school
Nominator_2023-11_Transcend_Old Sturbridge Academy,Nominator_2023-11,908,Public charter school
Nominator_2023-11_Transcend_Heritage Charter Academy,Nominator_2023-11,909,Public charter school
Nominator_2023-11_Transcend_The Marin School of Environmental Leadership,Nominator_2023-11,910,Public district school
Nominator_2023-11_Transcend_JPS-Tougaloo Early College High School,Nominator_2023-11,911,Public district school
Nominator_2025-10_Transcend_JPS-Tougaloo Early College High School,Nominator_2025-10,911,Public district school
Nominator_2023-11_Transcend_Kyrene de las Manitas Innovation Academy,Nominator_2023-11,912,Public district school
Nominator_2025-10_Transcend_Kyrene de las Manitas Innovation Academy,Nominator_2025-10,912,Public district school
Nominator_2023-11_Transcend_Oakland High,Nominator_2023-11,913,Public district school
Nominator_2025-10_Transcend_Atlanta Unbound,Nominator_2025-10,914,Public charter school
Nominator_2023-11_Transcend_Atlanta Unbound,Nominator_2023-11,914,Public charter school
Nominator_2023-11_Transcend_Brookstone School,Nominator_2023-11,915,Independent (private) school
Nominator_2023-11_Transcend_SailFuture Academy,Nominator_2023-11,916,Independent (private) school
Nominator_2023-11_Transcend_Valiant Cross Academy,Nominator_2023-11,917,Independent (private) school
Nominator_2023-11_Transcend_Gordon Bernell Charter School,Nominator_2023-11,918,Public charter school
Nominator_2023-11_Transcend_Florida A&M University Developmental Research School,Nominator_2023-11,919,Public district school
Nominator_2025-10_Transcend_Florida A&M University Developmental Research School,Nominator_2025-10,919,Public district school
Nominator_2023-11_Transcend_The Innovation School,Nominator_2023-11,921,Independent (private) school
Nominator_2023-11_Transcend_Environmental Charter High School – Lawndale,Nominator_2023-11,922,Public charter school
Nominator_2023-11_Transcend_Advanced Learning Academy,Nominator_2023-11,923,Public charter school
Nominator_2023-11_Transcend_School of Hope,Nominator_2023-11,924,Independent (private) school
Nominator_2023-11_Transcend_St. George School,Nominator_2023-11,925,Public district school
Nominator_2023-11_Transcend_West Virginia Academy,Nominator_2023-11,927,Public charter school
Nominator_2023-11_Transcend_Logos Academy,Nominator_2023-11,929,Independent (private) school
Nominator_2023-11_Transcend_Optima Classical Academy Online,Nominator_2023-11,930,Independent (private) school
Nominator_2023-11_Transcend_Odyssey Leadership Academy,Nominator_2023-11,931,Independent (private) school
Nominator_2023-11_Transcend_Chestnut TAG Middle School,Nominator_2023-11,932,Public charter school
Nominator_2024-10_Transcend_Valor College Prep,Nominator_2024-10,934,"Public charter school, Public charter school"
Nominator_2023-11_Transcend_Valor College Prep,Nominator_2023-11,934,"Public charter school, Public charter school"
Nominator_2023-11_Education Evolving_Durango Transitional Learning Center,Nominator_2023-11,935,Public district school
Nominator_2023-11_Aurora Institute_Alternative Choices in Education at Brookline High School,Nominator_2023-11,936,Public district school
Nominator_2023-11_Mastery Transcript Consortium_Amp Lab at Electric Works,Nominator_2023-11,937,"Public district school, Public charter school"
Nominator_2024-10_Mastery Transcript Consortium_Amp Lab at Electric Works,Nominator_2024-10,937,"Public district school, Public charter school"
"Nominator_2023-11_Transcend_""Leaders to Legends Academy, Inc.""",Nominator_2023-11,938,Independent (private) school
Nominator_2023-11_Transcend_Positive Tomorrows,Nominator_2023-11,939,Independent (private) school
Nominator_2023-11_Transcend_Madrona Folk School,Nominator_2023-11,940,Independent (private) school
Nominator_2023-11_Transcend_Pathfinder Kindergarten Center,Nominator_2023-11,941,Public district school
Nominator_2023-11_Aurora Institute_Whittier Community School,Nominator_2023-11,942,Public district school
Nominator_2023-11_Aurora Institute_Voyage School,Nominator_2023-11,943,Public district school
Nominator_2023-11_Aurora Institute_Tatitlek Community School,Nominator_2023-11,944,Public district school
Nominator_2023-11_Education Evolving_Hope Academy,Nominator_2023-11,945,Public district school
Nominator_2023-11_New Tech Network_Winton Woods Middle School at North Campus,Nominator_2023-11,946,Public district school
Nominator_2024-10_Clayton Christensen Institute_The LAB - Purdue Polytechnic Microschool,Nominator_2024-10,982,Public charter school
Nominator_2024-10_Innovation Academy_Helen Keeling Elementary School ,Nominator_2024-10,983,Public district school
Nominator_2024-10_DB EXCEL (Kingsport)_George Washington Elementary School,Nominator_2024-10,984,Public district school
Nominator_2024-10_CityLab Innovation High School_Paul Revere Innovation School,Nominator_2024-10,985,Public district school
Nominator_2024-10_One Stone_Insight Colearning Center,Nominator_2024-10,986,Independent (private) school
Nominator_2024-10_University High School_University Middle School,Nominator_2024-10,987,"Public district school, Public district school"
Nominator_2025-10_University High School_University Middle School,Nominator_2025-10,987,"Public district school, Public district school"
Nominator_2024-10_NuVu Innovation School_Tessellations School,Nominator_2024-10,988,Independent (private) school
Nominator_2024-10_Northeast Academy for Aerospace and Advanced Technologies_Lynnhaven School,Nominator_2024-10,989,Independent (private) school
Nominator_2025-10_Clayton Christensen Institute_Rock Tree Sky,Nominator_2025-10,990,"Independent (private) school, Independent (private) school"
Nominator_2024-10_Clayton Christensen Institute_Rock Tree Sky,Nominator_2024-10,990,"Independent (private) school, Independent (private) school"
Nominator_2024-10_Clayton Christensen Institute_REALM Creative Academy,Nominator_2024-10,991,Independent (private) school
Nominator_2024-10_Place Network of Teton Science Schools_Mountain Community School,Nominator_2024-10,992,Public charter school
Nominator_2024-10_Place Network of Teton Science Schools_Wohlwend Elementary,Nominator_2024-10,994,Public district school
Nominator_2024-10_Place Network of Teton Science Schools_James & Grace Lee Boggs School,Nominator_2024-10,995,Public charter school
Nominator_2024-10_Place Network of Teton Science Schools_Summit Charter School,Nominator_2024-10,997,"Public charter school, Public charter school"
Nominator_2024-10_Transcend_Summit Charter School,Nominator_2024-10,997,"Public charter school, Public charter school"
Nominator_2024-10_Education Evolving_Gatewood Elementary,Nominator_2024-10,998,Public district school
Nominator_2024-10_Education Evolving_Eagles Academy,Nominator_2024-10,999,Public charter school
Nominator_2024-10_Next Generation Learning Challenges_STEAM Academy,Nominator_2024-10,1000,Public district school
Nominator_2024-10_Clayton Christensen Institute_Jenison Innovation Academy,Nominator_2024-10,1001,Public district school
Nominator_2025-10_Anastasis Academy_The Field Academy,Nominator_2025-10,1002,"Independent (private) school, Public district school"
Nominator_2024-10_Clayton Christensen Institute_The Field Academy,Nominator_2024-10,1002,"Independent (private) school, Public district school"
Nominator_2024-10_Center on Reinventing Public Education_Richford Jr Sr High School,Nominator_2024-10,1003,"Public district school, Public district school"
Nominator_2024-10_Mastery Transcript Consortium_Richford Jr Sr High School,Nominator_2024-10,1003,"Public district school, Public district school"
Nominator_2024-10_Mastery Transcript Consortium_Oneness-Family Montessori High School,Nominator_2024-10,1004,Independent (private) school
Nominator_2024-10_Mastery Transcript Consortium_ [Non-Operating School] Compass School,Nominator_2024-10,1005,Independent (private) school
Nominator_2024-10_Mastery Transcript Consortium_Homestead Collaborative College High School,Nominator_2024-10,1006,Independent (private) school
Nominator_2024-10_Mastery Transcript Consortium_EF Academy Pasadena,Nominator_2024-10,1007,Independent (private) school
Nominator_2024-10_Mastery Transcript Consortium_Étude High School,Nominator_2024-10,1008,Public charter school
Nominator_2024-10_New Tech Network_Cedar High School,Nominator_2024-10,1009,"Public district school, Public district school"
Nominator_2024-10_Transcend_Cedar High School,Nominator_2024-10,1009,"Public district school, Public district school"
Nominator_2024-10_Place Network of Teton Science Schools_The Cottonwood School of Civics and Science,Nominator_2024-10,1010,Public charter school
Nominator_2024-10_Place Network of Teton Science Schools_Rock River Elementary School,Nominator_2024-10,1011,Public district school
Nominator_2024-10_Oklahoma Public School Resource Center_The Academy of Seminole,Nominator_2024-10,1012,Public charter school
Nominator_2024-10_Oklahoma Public School Resource Center_Heritage Elementary School,Nominator_2024-10,1013,Public district school
Nominator_2024-10_Oklahoma Public School Resource Center_Oklahoma Aviation Academy,Nominator_2024-10,1014,Public district school
Nominator_2024-10_Center on Reinventing Public Education_Summit Atlas,Nominator_2024-10,1015,"Public charter school, Public charter school"
Nominator_2025-10_Center on Reinventing Public Education_Summit Atlas,Nominator_2025-10,1015,"Public charter school, Public charter school"
Nominator_2024-10_New Tech Network_Central Hardin High School,Nominator_2024-10,1016,"Public district school, Public district school"
Nominator_2024-10_Transcend_Central Hardin High School,Nominator_2024-10,1016,"Public district school, Public district school"
Nominator_2024-10_Colorado Charter School Institute_Montessori del Mundo,Nominator_2024-10,1017,"Public charter school, Public charter school"
Nominator_2025-10_Colorado Charter School Institute_Montessori del Mundo,Nominator_2025-10,1017,"Public charter school, Public charter school"
Nominator_2024-10_Colorado Charter School Institute_Mountain Middle School,Nominator_2024-10,1018,"Public charter school, Public charter school"
Nominator_2025-10_Colorado Charter School Institute_Mountain Middle School,Nominator_2025-10,1018,"Public charter school, Public charter school"
Nominator_2024-10_New Tech Network_New Tech Academy at Wayne High School,Nominator_2024-10,1019,Public district school
Nominator_2024-10_Transcend_North Heights Community School,Nominator_2024-10,1020,Public district school
Nominator_2024-10_Transcend_Detroit Lakes High School,Nominator_2024-10,1021,Public district school
Nominator_2024-10_Transcend_Parkside Montessori ,Nominator_2024-10,1022,Public district school
Nominator_2024-10_Center on Reinventing Public Education_Boston Green Academy,Nominator_2024-10,1023,Public district school
Nominator_2024-10_Center on Reinventing Public Education_Lyon High School,Nominator_2024-10,1024,Public district school
Nominator_2024-10_Center on Reinventing Public Education_Prospect Hill Academy,Nominator_2024-10,1025,Public charter school
Nominator_2024-10_Center on Reinventing Public Education_Puente De Hozho Bilingual Magnet School,Nominator_2024-10,1026,Public district school
Nominator_2024-10_Center on Reinventing Public Education_Merrimack Valley High School,Nominator_2024-10,1027,Public district school
Nominator_2024-10_Center on Reinventing Public Education_Sci Tech High School,Nominator_2024-10,1028,Public district school
Nominator_2024-10_Center on Reinventing Public Education_Boston International Newcomers Academy,Nominator_2024-10,1029,Public district school
Nominator_2024-10_Rural Community Alliance_Dermott High School,Nominator_2024-10,1030,Public district school
Nominator_2024-10_Project Tomorrow_Helen M Marshall School,Nominator_2024-10,1031,Public district school
Nominator_2024-10_Project Tomorrow_Abigail Adams School ,Nominator_2024-10,1033,Public district school
Nominator_2024-10_Project Tomorrow_Port Richmond School for Visionary Learning ,Nominator_2024-10,1034,Public district school
Nominator_2024-10_Project Tomorrow_Curtis School,Nominator_2024-10,1035,Public district school
Nominator_2024-10_Institute for Personalized Learning_Academy of Innovation at Remington,Nominator_2024-10,1036,Public district school
Nominator_2024-10_Institute for Personalized Learning_Parkway Central Middle School,Nominator_2024-10,1037,Public district school
Nominator_2024-10_Transcend_Palo Alto High School,Nominator_2024-10,1038,Public district school
Nominator_2024-10_Transcend_Gateway Middle School,Nominator_2024-10,1039,Public charter school
Nominator_2024-10_Transcend_Gateway High School,Nominator_2024-10,1040,Public charter school
Nominator_2024-10_Transcend_Bunker Hill Elementary School,Nominator_2024-10,1041,Public district school
Nominator_2024-10_Transcend_Hage Elementary School,Nominator_2024-10,1042,Public district school
Nominator_2024-10_Transcend_Spokane Public Montessori,Nominator_2024-10,1043,Public district school
Nominator_2024-10_Transcend_McComb High School,Nominator_2024-10,1044,Public district school
Nominator_2024-10_Transcend_Middleton High School,Nominator_2024-10,1045,Public district school
Nominator_2024-10_Transcend_Gilroy Preparatory School,Nominator_2024-10,1046,Public charter school
Nominator_2024-10_Rural Community Alliance_Marvell-Elaine Elementary,Nominator_2024-10,1047,Public district school
Nominator_2024-10_Summit Prep_Summit Sierra,Nominator_2024-10,1048,Public charter school
Nominator_2024-10_Empower Schools_Union City Jr.-Sr. High School,Nominator_2024-10,1049,Public district school
Nominator_2024-10_Transcend_High School of Health Science (HS^2),Nominator_2024-10,1050,Public charter school
Nominator_2024-10_Transcend_R.L. Turner High School,Nominator_2024-10,1051,Public district school
Nominator_2024-10_Transcend_Roybal Learning Center,Nominator_2024-10,1052,Public district school
Nominator_2024-10_Transcend_Mc^2 Stem High School,Nominator_2024-10,1053,Public district school
Nominator_2024-10_Transcend_The Wildlands School,Nominator_2024-10,1055,Public charter school
Nominator_2024-10_Innovative Quality Schools_City Academy,Nominator_2024-10,1056,Public charter school
Nominator_2024-10_Innovative Quality Schools_Terra Nova,Nominator_2024-10,1057,"Public charter school, Public charter school"
Nominator_2025-10_Innovative Quality Schools_Terra Nova,Nominator_2025-10,1057,"Public charter school, Public charter school"
Nominator_2024-10_Transcend_Southwest Miami High Academy of Finance,Nominator_2024-10,1058,Public district school
Nominator_2024-10_Transcend_Goodwill Excel Center,Nominator_2024-10,1059,Public charter school
Nominator_2024-10_Transcend_Science Academy,Nominator_2024-10,1060,Public district school
Nominator_2024-10_Transcend_Ann Richards School for Young Women Leaders,Nominator_2024-10,1061,Public district school
Nominator_2024-10_Transcend_STEM Magnet at Mountlake Terrace High School,Nominator_2024-10,1063,Public district school
Nominator_2024-10_Transcend_Bronx High School for Law & Community Service,Nominator_2024-10,1064,Public district school
Nominator_2024-10_Transcend_Bronx Latin,Nominator_2024-10,1065,Public district school
Nominator_2024-10_Transcend_Bronx High School of Science,Nominator_2024-10,1066,Public district school
Nominator_2024-10_Transcend_ [Non-Operating School] North Bronx School of Empowerment,Nominator_2024-10,1067,Public district school
Nominator_2024-10_Transcend_Metropolitan Arts Academy,Nominator_2024-10,1069,Public district school
Nominator_2024-10_Transcend_Wells Station Elementary School,Nominator_2024-10,1070,Public district school
Nominator_2024-10_Transcend_The Meyer Levin School for the Performing Arts,Nominator_2024-10,1071,Public district school
Nominator_2024-10_Center on Reinventing Public Education_Shawash-iliʔi Skul,Nominator_2024-10,1072,Independent (private) school
Nominator_2024-10_Transcend_Newton South High School,Nominator_2024-10,1073,Public district school
Nominator_2024-10_Transcend_[Non-Operating School] The Primary School East Bay,Nominator_2024-10,1074,Independent (private) school
Nominator_2024-10_Transcend_Cajon Valley Middle School,Nominator_2024-10,1075,Public district school
Nominator_2024-10_Transcend_Newton North High School,Nominator_2024-10,1076,Public district school
Nominator_2024-10_Transcend_Bronx Center for Science and Mathematics,Nominator_2024-10,1077,Public district school
Nominator_2024-10_Transcend_Glenview Avenue Elementary School,Nominator_2024-10,1078,Public district school
Nominator_2024-10_Transcend_Tubman Elementary,Nominator_2024-10,1079,Public district school
Nominator_2024-10_Transcend_Kennedy Elementary School (Lindsay USD),Nominator_2024-10,1080,"Public district school, Public district school"
Nominator_2025-10_Transcend_Kennedy Elementary School (Lindsay USD),Nominator_2025-10,1080,"Public district school, Public district school"
Nominator_2024-10_Transcend_Orchard STEM School,Nominator_2024-10,1081,Public district school
Nominator_2024-10_Transcend_New Pathways Academy,Nominator_2024-10,1082,Public district school
Nominator_2024-10_Transcend_Horizon Middle School,Nominator_2024-10,1083,Public district school
Nominator_2024-10_Transcend_Elm City Montessori,Nominator_2024-10,1085,Public charter school
